time,symbol,score,signal,close_price
2026-02-27 04:00:00,SOL,32.0,空,86.03
2026-02-27 08:00:00,BTC,24.3,空,67226.5
2026-02-27 08:00:00,ETH,22.4,空,2014.79
2026-02-27 08:00:00,SOL,20.0,空,85.83
2026-02-27 12:00:00,BTC,35.2,空,67747.49
2026-02-27 12:00:00,ETH,26.7,空,2042.64
2026-02-27 12:00:00,SOL,32.4,空,87.56
2026-02-27 16:00:00,BTC,51.3,中性,67926.24
2026-02-27 16:00:00,ETH,40.4,空,2033.38
2026-02-27 16:00:00,SOL,51.9,中性,87.57
2026-02-27 20:00:00,BTC,5.9,空,65928.01
2026-02-27 20:00:00,ETH,4.8,空,1959.92
2026-02-27 20:00:00,SOL,2.4,空,83.12
2026-02-28 00:00:00,BTC,21.5,空,65475.21
2026-02-28 00:00:00,ETH,10.6,空,1927.15
2026-02-28 00:00:00,SOL,4.3,空,81.37
2026-02-28 04:00:00,BTC,33.1,空,65594.67
2026-02-28 04:00:00,ETH,10.7,空,1923.14
2026-02-28 04:00:00,SOL,21.5,空,81.45
2026-02-28 08:00:00,BTC,28.3,空,65942.0
2026-02-28 08:00:00,ETH,19.6,空,1932.4
2026-02-28 08:00:00,SOL,24.8,空,82.12
2026-02-28 12:00:00,BTC,13.3,空,65663.2
2026-02-28 12:00:00,ETH,16.3,空,1925.12
2026-02-28 12:00:00,SOL,19.1,空,81.65
2026-02-28 16:00:00,BTC,4.3,空,63473.28
2026-02-28 16:00:00,ETH,5.7,空,1852.48
2026-02-28 16:00:00,SOL,5.7,空,78.02
2026-02-28 20:00:00,BTC,42.4,空,64017.19
2026-02-28 20:00:00,ETH,18.0,空,1868.53
2026-02-28 20:00:00,SOL,27.8,空,78.94
2026-03-01 00:00:00,BTC,60.2,多,65094.3
2026-03-01 00:00:00,ETH,43.0,空,1903.98
2026-03-01 00:00:00,SOL,50.7,中性,81.07
2026-03-01 04:00:00,BTC,93.5,多,66959.62
2026-03-01 04:00:00,ETH,87.2,多,1965.96
2026-03-01 04:00:00,SOL,98.3,多,84.88
2026-03-01 08:00:00,BTC,94.3,多,66791.29
2026-03-01 08:00:00,ETH,94.6,多,1962.66
2026-03-01 08:00:00,SOL,97.2,多,84.87
2026-03-01 12:00:00,BTC,71.3,多,67346.5
2026-03-01 12:00:00,ETH,96.5,多,2015.7
2026-03-01 12:00:00,SOL,96.7,多,87.55
2026-03-01 16:00:00,BTC,75.4,多,66560.14
2026-03-01 16:00:00,ETH,70.9,多,1986.0
2026-03-01 16:00:00,SOL,59.3,多,85.22
2026-03-01 20:00:00,BTC,76.5,多,66296.48
2026-03-01 20:00:00,ETH,76.7,多,1978.2
2026-03-01 20:00:00,SOL,72.2,多,84.88
2026-03-02 00:00:00,BTC,83.1,多,66135.45
2026-03-02 00:00:00,ETH,90.2,多,1974.03
2026-03-02 00:00:00,SOL,74.8,多,84.0
2026-03-02 04:00:00,BTC,18.3,空,65300.0
2026-03-02 04:00:00,ETH,3.7,空,1914.26
2026-03-02 04:00:00,SOL,5.7,空,81.98
2026-03-02 08:00:00,BTC,55.4,多,66501.52
2026-03-02 08:00:00,ETH,52.2,中性,1960.86
2026-03-02 08:00:00,SOL,53.5,中性,85.0
2026-03-02 12:00:00,BTC,45.0,空,66862.12
2026-03-02 12:00:00,ETH,37.0,空,1972.94
2026-03-02 12:00:00,SOL,1.3,空,84.3
2026-03-02 16:00:00,BTC,0.4,空,66282.0
2026-03-02 16:00:00,ETH,18.7,空,1949.34
2026-03-02 16:00:00,SOL,8.1,空,83.46
2026-03-02 20:00:00,BTC,37.6,空,65963.43
2026-03-02 20:00:00,ETH,31.7,空,1938.12
2026-03-02 20:00:00,SOL,38.1,空,83.7
2026-03-03 00:00:00,BTC,93.3,多,69428.62
2026-03-03 00:00:00,ETH,95.0,多,2064.33
2026-03-03 00:00:00,SOL,87.6,多,88.85
2026-03-03 04:00:00,BTC,77.2,多,69106.58
2026-03-03 04:00:00,ETH,63.9,多,2035.5
2026-03-03 04:00:00,SOL,63.5,多,87.57
2026-03-03 08:00:00,BTC,78.7,多,69092.88
2026-03-03 08:00:00,ETH,76.5,多,2035.46
2026-03-03 08:00:00,SOL,57.8,多,86.92
2026-03-03 12:00:00,BTC,58.5,多,68123.2
2026-03-03 12:00:00,ETH,71.9,多,1999.82
2026-03-03 12:00:00,SOL,73.9,多,85.85
2026-03-03 16:00:00,BTC,53.9,中性,67003.3
2026-03-03 16:00:00,ETH,72.8,多,1953.1
2026-03-03 16:00:00,SOL,77.8,多,84.26
2026-03-03 20:00:00,BTC,88.9,多,67399.85
2026-03-03 20:00:00,ETH,81.9,多,1967.57
2026-03-03 20:00:00,SOL,64.3,多,84.42
2026-03-04 00:00:00,BTC,41.3,空,68175.9
2026-03-04 00:00:00,ETH,10.7,空,1983.98
2026-03-04 00:00:00,SOL,22.2,空,85.4
2026-03-04 04:00:00,BTC,5.7,空,68266.0
2026-03-04 04:00:00,ETH,5.4,空,1978.34
2026-03-04 04:00:00,SOL,3.0,空,84.85
