time,symbol,score,signal,position,action,close_price
2025-04-08 20:00:00,BTC,100.0,多,long,open_long,79837.99
2025-04-08 20:00:00,ETH,95.6,多,long,hold,1571.5
2025-04-08 20:00:00,SOL,97.5,多,long,open_long,109.99
2025-04-09 00:00:00,BTC,7.2,空,flat,reduce_long,77414.25
2025-04-09 00:00:00,ETH,10.5,空,flat,reduce_long,1486.79
2025-04-09 00:00:00,SOL,40.3,空,flat,reduce_long,104.31
2025-04-09 04:00:00,BTC,28.9,空,short,open_short,77133.41
2025-04-09 04:00:00,ETH,19.2,空,short,open_short,1482.1
2025-04-09 04:00:00,SOL,52.7,中性,flat,hold,106.01
2025-04-09 08:00:00,BTC,16.1,空,short,hold,76522.07
2025-04-09 08:00:00,ETH,13.1,空,short,hold,1467.65
2025-04-09 08:00:00,SOL,34.4,空,short,open_short,104.73
2025-04-09 12:00:00,BTC,17.2,空,flat,reduce_short,76416.34
2025-04-09 12:00:00,ETH,9.2,空,short,hold,1440.72
2025-04-09 12:00:00,SOL,34.6,空,flat,reduce_short,105.14
2025-04-09 16:00:00,BTC,74.2,多,long,open_long,77304.35
2025-04-09 16:00:00,ETH,43.1,空,flat,reduce_short,1482.49
2025-04-09 16:00:00,SOL,58.3,多,long,open_long,107.32
2025-04-09 20:00:00,BTC,16.1,空,flat,reduce_long,76760.86
2025-04-09 20:00:00,ETH,13.5,空,short,open_short,1461.81
2025-04-09 20:00:00,SOL,13.5,空,flat,reduce_long,104.47
2025-04-10 00:00:00,BTC,100.0,多,long,open_long,78267.68
2025-04-10 00:00:00,ETH,100.0,多,flat,reduce_short,1502.62
2025-04-10 00:00:00,SOL,100.0,多,long,open_long,108.29
2025-04-10 04:00:00,BTC,100.0,多,long,hold,83204.0
2025-04-10 04:00:00,ETH,100.0,多,long,open_long,1673.63
2025-04-10 04:00:00,SOL,100.0,多,long,hold,120.1
2025-04-10 08:00:00,BTC,83.2,多,flat,reduce_long,82352.85
2025-04-10 08:00:00,ETH,90.4,多,flat,reduce_long,1646.48
2025-04-10 08:00:00,SOL,80.1,多,flat,reduce_long,117.58
2025-04-10 12:00:00,BTC,95.4,多,long,open_long,82019.26
2025-04-10 12:00:00,ETH,83.8,多,long,open_long,1619.63
2025-04-10 12:00:00,SOL,79.4,多,long,open_long,115.71
2025-04-10 16:00:00,BTC,92.9,多,flat,reduce_long,81549.99
2025-04-10 16:00:00,ETH,83.8,多,long,hold,1592.71
2025-04-10 16:00:00,SOL,85.9,多,long,hold,114.61
2025-04-10 20:00:00,BTC,96.9,多,long,open_long,81710.46
2025-04-10 20:00:00,ETH,94.3,多,long,hold,1593.31
2025-04-10 20:00:00,SOL,78.4,多,flat,reduce_long,113.38
2025-04-11 00:00:00,BTC,18.6,空,flat,reduce_long,79453.82
2025-04-11 00:00:00,ETH,35.9,空,flat,reduce_long,1510.73
2025-04-11 00:00:00,SOL,71.4,多,long,open_long,109.41
2025-04-11 04:00:00,BTC,23.0,空,short,open_short,79931.55
2025-04-11 04:00:00,ETH,15.0,空,short,open_short,1531.28
2025-04-11 04:00:00,SOL,49.9,中性,flat,reduce_long,112.84
2025-04-11 08:00:00,BTC,14.0,空,short,hold,79043.48
2025-04-11 08:00:00,ETH,6.6,空,short,hold,1508.4
2025-04-11 08:00:00,SOL,33.0,空,short,open_short,112.25
2025-04-11 12:00:00,BTC,86.2,多,flat,reduce_short,80888.15
2025-04-11 12:00:00,ETH,45.0,空,flat,reduce_short,1547.49
2025-04-11 12:00:00,SOL,68.0,多,flat,reduce_short,115.49
2025-04-11 16:00:00,BTC,85.3,多,long,open_long,81631.89
2025-04-11 16:00:00,ETH,31.8,空,short,open_short,1551.55
2025-04-11 16:00:00,SOL,87.5,多,long,open_long,117.57
2025-04-11 20:00:00,BTC,60.6,多,flat,reduce_long,82115.52
2025-04-11 20:00:00,ETH,27.7,空,short,hold,1558.2
2025-04-11 20:00:00,SOL,95.4,多,long,hold,117.9
2025-04-12 00:00:00,BTC,95.6,多,long,open_long,82792.46
2025-04-12 00:00:00,ETH,92.1,多,flat,reduce_short,1565.78
2025-04-12 00:00:00,SOL,92.5,多,flat,reduce_long,119.96
2025-04-12 04:00:00,BTC,98.0,多,long,hold,83848.0
2025-04-12 04:00:00,ETH,77.3,多,long,open_long,1571.36
2025-04-12 04:00:00,SOL,87.3,多,long,open_long,121.6
2025-04-12 08:00:00,BTC,91.4,多,flat,reduce_long,83369.08
2025-04-12 08:00:00,ETH,94.0,多,long,hold,1562.25
2025-04-12 08:00:00,SOL,87.3,多,long,hold,121.19
2025-04-12 12:00:00,BTC,74.1,多,long,open_long,83208.04
2025-04-12 12:00:00,ETH,79.7,多,flat,reduce_long,1567.52
2025-04-12 12:00:00,SOL,94.5,多,long,hold,122.69
2025-04-12 16:00:00,BTC,100.0,多,long,hold,83604.77
2025-04-12 16:00:00,ETH,99.0,多,long,open_long,1591.76
2025-04-12 16:00:00,SOL,98.4,多,long,hold,124.34
2025-04-12 20:00:00,BTC,87.1,多,flat,reduce_long,83829.86
2025-04-12 20:00:00,ETH,100.0,多,long,hold,1607.22
2025-04-12 20:00:00,SOL,100.0,多,long,hold,126.38
2025-04-13 00:00:00,BTC,100.0,多,long,open_long,84659.19
2025-04-13 00:00:00,ETH,100.0,多,long,hold,1643.72
2025-04-13 00:00:00,SOL,100.0,多,long,hold,129.69
2025-04-13 04:00:00,BTC,100.0,多,long,hold,85517.29
2025-04-13 04:00:00,ETH,91.4,多,flat,reduce_long,1649.24
2025-04-13 04:00:00,SOL,100.0,多,long,hold,132.77
2025-04-13 08:00:00,BTC,73.2,多,flat,reduce_long,85495.72
2025-04-13 08:00:00,ETH,76.6,多,long,open_long,1642.1
2025-04-13 08:00:00,SOL,86.6,多,flat,reduce_long,133.0
2025-04-13 12:00:00,BTC,46.6,中性,flat,hold,84619.98
2025-04-13 12:00:00,ETH,83.6,多,long,hold,1609.0
2025-04-13 12:00:00,SOL,83.6,多,long,open_long,130.23
2025-04-13 16:00:00,BTC,80.8,多,long,open_long,84664.6
2025-04-13 16:00:00,ETH,100.0,多,long,hold,1620.6
2025-04-13 16:00:00,SOL,98.2,多,long,hold,129.98
2025-04-13 20:00:00,BTC,42.7,空,flat,reduce_long,84458.75
2025-04-13 20:00:00,ETH,48.6,中性,flat,reduce_long,1603.04
2025-04-13 20:00:00,SOL,67.7,多,flat,reduce_long,129.79
2025-04-14 00:00:00,BTC,59.7,多,long,open_long,84225.97
2025-04-14 00:00:00,ETH,47.1,中性,flat,hold,1595.69
2025-04-14 00:00:00,SOL,63.2,多,long,open_long,129.6
2025-04-14 04:00:00,BTC,21.7,空,flat,reduce_long,83499.99
2025-04-14 04:00:00,ETH,32.1,空,short,open_short,1590.76
2025-04-14 04:00:00,SOL,14.5,空,flat,reduce_long,126.73
2025-04-14 08:00:00,BTC,79.9,多,long,open_long,84325.74
2025-04-14 08:00:00,ETH,74.0,多,flat,reduce_short,1611.85
2025-04-14 08:00:00,SOL,56.7,多,long,open_long,130.32
2025-04-14 12:00:00,BTC,73.4,多,flat,reduce_long,84869.31
2025-04-14 12:00:00,ETH,96.4,多,long,open_long,1636.52
2025-04-14 12:00:00,SOL,93.2,多,long,hold,133.64
2025-04-14 16:00:00,BTC,53.6,中性,flat,hold,84763.18
2025-04-14 16:00:00,ETH,85.1,多,flat,reduce_long,1638.28
2025-04-14 16:00:00,SOL,72.9,多,flat,reduce_long,133.11
2025-04-14 20:00:00,BTC,68.2,多,long,open_long,85128.76
2025-04-14 20:00:00,ETH,100.0,多,long,open_long,1677.73
2025-04-14 20:00:00,SOL,83.8,多,long,open_long,133.97
2025-04-15 00:00:00,BTC,22.5,空,flat,reduce_long,84341.99
2025-04-15 00:00:00,ETH,40.5,空,flat,reduce_long,1627.96
2025-04-15 00:00:00,SOL,32.0,空,flat,reduce_long,129.18
2025-04-15 04:00:00,BTC,98.4,多,long,open_long,84861.82
2025-04-15 04:00:00,ETH,89.4,多,long,open_long,1635.18
2025-04-15 04:00:00,SOL,85.1,多,long,open_long,130.22
2025-04-15 08:00:00,BTC,49.5,中性,flat,reduce_long,84930.7
2025-04-15 08:00:00,ETH,68.5,多,flat,reduce_long,1631.09
2025-04-15 08:00:00,SOL,42.1,空,flat,reduce_long,129.2
2025-04-15 12:00:00,BTC,64.3,多,long,open_long,85490.46
2025-04-15 12:00:00,ETH,39.2,空,short,open_short,1639.25
2025-04-15 12:00:00,SOL,43.4,空,short,open_short,130.86
2025-04-15 16:00:00,BTC,84.3,多,long,hold,85850.0
2025-04-15 16:00:00,ETH,65.3,多,flat,reduce_short,1641.07
2025-04-15 16:00:00,SOL,57.0,多,flat,reduce_short,131.72
2025-04-15 20:00:00,BTC,49.5,中性,flat,reduce_long,85819.74
2025-04-15 20:00:00,ETH,28.7,空,short,open_short,1641.94
2025-04-15 20:00:00,SOL,48.3,中性,flat,hold,132.58
2025-04-16 00:00:00,BTC,14.6,空,short,open_short,84860.81
2025-04-16 00:00:00,ETH,27.6,空,short,hold,1622.56
2025-04-16 00:00:00,SOL,44.4,空,short,open_short,129.7
2025-04-16 04:00:00,BTC,27.2,空,flat,reduce_short,84020.01
2025-04-16 04:00:00,ETH,26.6,空,short,hold,1594.94
2025-04-16 04:00:00,SOL,38.5,空,short,hold,127.73
2025-04-16 08:00:00,BTC,17.0,空,short,open_short,83146.01
2025-04-16 08:00:00,ETH,13.1,空,short,hold,1581.1
2025-04-16 08:00:00,SOL,14.4,空,short,hold,125.21
2025-04-16 12:00:00,BTC,36.1,空,flat,reduce_short,83587.99
2025-04-16 12:00:00,ETH,16.8,空,flat,reduce_short,1587.25
2025-04-16 12:00:00,SOL,22.9,空,flat,reduce_short,125.93
2025-04-16 16:00:00,BTC,30.1,空,short,open_short,83736.79
2025-04-16 16:00:00,ETH,8.9,空,short,open_short,1575.49
2025-04-16 16:00:00,SOL,16.1,空,short,open_short,125.13
2025-04-16 20:00:00,BTC,30.5,空,flat,reduce_short,83757.72
2025-04-16 20:00:00,ETH,28.1,空,flat,reduce_short,1577.34
2025-04-16 20:00:00,SOL,22.7,空,flat,reduce_short,125.24
2025-04-17 00:00:00,BTC,87.9,多,long,open_long,85048.55
2025-04-17 00:00:00,ETH,41.7,空,short,open_short,1592.66
2025-04-17 00:00:00,SOL,66.2,多,long,open_long,128.82
2025-04-17 04:00:00,BTC,29.1,空,flat,reduce_long,84295.99
2025-04-17 04:00:00,ETH,51.6,中性,flat,reduce_short,1573.63
2025-04-17 04:00:00,SOL,99.0,多,long,hold,131.65
2025-04-17 08:00:00,BTC,80.6,多,long,open_long,84210.0
2025-04-17 08:00:00,ETH,98.2,多,long,open_long,1585.2
2025-04-17 08:00:00,SOL,100.0,多,long,hold,131.72
2025-04-17 12:00:00,BTC,49.1,中性,flat,reduce_long,84153.05
2025-04-17 12:00:00,ETH,74.1,多,flat,reduce_long,1591.29
2025-04-17 12:00:00,SOL,93.8,多,flat,reduce_long,131.12
2025-04-17 16:00:00,BTC,59.3,多,long,open_long,84445.54
2025-04-17 16:00:00,ETH,78.2,多,long,open_long,1595.38
2025-04-17 16:00:00,SOL,100.0,多,long,open_long,133.34
2025-04-17 20:00:00,BTC,85.1,多,long,hold,84775.99
2025-04-17 20:00:00,ETH,98.2,多,long,hold,1601.7
2025-04-17 20:00:00,SOL,100.0,多,long,hold,134.08
2025-04-18 00:00:00,BTC,60.3,多,flat,reduce_long,84934.0
2025-04-18 00:00:00,ETH,76.1,多,flat,reduce_long,1605.38
2025-04-18 00:00:00,SOL,100.0,多,long,hold,134.59
2025-04-18 04:00:00,BTC,77.5,多,long,open_long,85140.0
2025-04-18 04:00:00,ETH,41.4,空,short,open_short,1584.51
2025-04-18 04:00:00,SOL,84.3,多,flat,reduce_long,134.91
2025-04-18 08:00:00,BTC,42.0,空,flat,reduce_long,84817.09
2025-04-18 08:00:00,ETH,36.3,空,short,hold,1579.8
2025-04-18 08:00:00,SOL,68.6,多,long,open_long,134.24
2025-04-18 12:00:00,BTC,45.1,中性,flat,hold,84663.71
2025-04-18 12:00:00,ETH,37.9,空,flat,reduce_short,1580.88
2025-04-18 12:00:00,SOL,69.5,多,long,hold,133.87
2025-04-18 16:00:00,BTC,56.4,多,long,open_long,84647.32
2025-04-18 16:00:00,ETH,53.9,中性,flat,hold,1586.97
2025-04-18 16:00:00,SOL,82.9,多,long,hold,134.81
2025-04-18 20:00:00,BTC,57.7,多,long,hold,84645.6
2025-04-18 20:00:00,ETH,55.3,多,long,open_long,1593.24
2025-04-18 20:00:00,SOL,65.6,多,flat,reduce_long,134.93
2025-04-19 00:00:00,BTC,63.0,多,long,hold,84478.12
2025-04-19 00:00:00,ETH,50.6,中性,flat,reduce_long,1587.4
2025-04-19 00:00:00,SOL,55.4,多,long,open_long,133.42
2025-04-19 04:00:00,BTC,69.0,多,long,hold,84520.12
2025-04-19 04:00:00,ETH,73.4,多,long,open_long,1593.47
2025-04-19 04:00:00,SOL,64.1,多,long,hold,134.09
2025-04-19 08:00:00,BTC,54.5,中性,flat,reduce_long,84436.67
2025-04-19 08:00:00,ETH,51.2,中性,flat,reduce_long,1586.21
2025-04-19 08:00:00,SOL,60.8,多,flat,reduce_long,134.16
2025-04-19 12:00:00,BTC,75.3,多,long,open_long,85021.9
2025-04-19 12:00:00,ETH,75.6,多,long,open_long,1603.47
2025-04-19 12:00:00,SOL,100.0,多,long,open_long,138.35
2025-04-19 16:00:00,BTC,57.3,多,flat,reduce_long,85311.63
2025-04-19 16:00:00,ETH,51.7,中性,flat,reduce_long,1602.95
2025-04-19 16:00:00,SOL,81.7,多,flat,reduce_long,139.1
2025-04-19 20:00:00,BTC,49.1,中性,flat,hold,85295.43
2025-04-19 20:00:00,ETH,37.9,空,short,open_short,1597.19
2025-04-19 20:00:00,SOL,70.1,多,long,open_long,138.8
2025-04-20 00:00:00,BTC,44.2,空,short,open_short,84845.93
2025-04-20 00:00:00,ETH,58.5,多,flat,reduce_short,1599.78
2025-04-20 00:00:00,SOL,97.1,多,long,hold,137.97
2025-04-20 04:00:00,BTC,59.8,多,flat,reduce_short,85195.85
2025-04-20 04:00:00,ETH,81.8,多,long,open_long,1614.01
2025-04-20 04:00:00,SOL,97.1,多,long,hold,138.78
2025-04-20 08:00:00,BTC,46.8,中性,flat,hold,85167.99
2025-04-20 08:00:00,ETH,71.8,多,flat,reduce_long,1610.11
2025-04-20 08:00:00,SOL,100.0,多,long,hold,140.3
2025-04-20 12:00:00,BTC,54.8,中性,flat,hold,85185.13
2025-04-20 12:00:00,ETH,76.8,多,long,open_long,1614.62
2025-04-20 12:00:00,SOL,81.4,多,flat,reduce_long,141.21
2025-04-20 16:00:00,BTC,43.3,空,short,open_short,84647.3
2025-04-20 16:00:00,ETH,60.1,多,flat,reduce_long,1590.04
2025-04-20 16:00:00,SOL,54.9,中性,flat,hold,139.09
2025-04-20 20:00:00,BTC,28.5,空,short,hold,84365.56
2025-04-20 20:00:00,ETH,32.7,空,short,open_short,1576.12
2025-04-20 20:00:00,SOL,24.6,空,short,open_short,136.92
2025-04-21 00:00:00,BTC,67.7,多,flat,reduce_short,84604.11
2025-04-21 00:00:00,ETH,70.1,多,flat,reduce_short,1581.5
2025-04-21 00:00:00,SOL,55.8,多,flat,reduce_short,136.94
2025-04-21 04:00:00,BTC,74.9,多,long,open_long,85127.58
2025-04-21 04:00:00,ETH,69.3,多,long,open_long,1589.88
2025-04-21 04:00:00,SOL,50.1,中性,flat,hold,137.26
2025-04-21 08:00:00,BTC,100.0,多,long,hold,86625.68
2025-04-21 08:00:00,ETH,84.3,多,long,hold,1610.09
2025-04-21 08:00:00,SOL,90.3,多,long,open_long,141.19
2025-04-21 12:00:00,BTC,85.4,多,flat,reduce_long,87351.14
2025-04-21 12:00:00,ETH,95.3,多,long,hold,1640.08
2025-04-21 12:00:00,SOL,61.7,多,flat,reduce_long,141.05
2025-04-21 16:00:00,BTC,94.0,多,long,open_long,87569.28
2025-04-21 16:00:00,ETH,96.9,多,long,hold,1649.16
2025-04-21 16:00:00,SOL,73.2,多,long,open_long,140.61
2025-04-21 20:00:00,BTC,86.0,多,flat,reduce_long,87038.71
2025-04-21 20:00:00,ETH,85.1,多,flat,reduce_long,1623.71
2025-04-21 20:00:00,SOL,69.0,多,flat,reduce_long,138.31
2025-04-22 00:00:00,BTC,93.2,多,long,open_long,87176.96
2025-04-22 00:00:00,ETH,48.2,中性,flat,hold,1589.6
2025-04-22 00:00:00,SOL,49.7,中性,flat,hold,135.56
2025-04-22 04:00:00,BTC,78.4,多,flat,reduce_long,87367.92
2025-04-22 04:00:00,ETH,61.7,多,long,open_long,1577.77
2025-04-22 04:00:00,SOL,69.0,多,long,open_long,137.23
2025-04-22 08:00:00,BTC,84.5,多,long,open_long,87709.85
2025-04-22 08:00:00,ETH,69.5,多,long,hold,1568.93
2025-04-22 08:00:00,SOL,47.5,中性,flat,reduce_long,137.24
2025-04-22 12:00:00,BTC,62.3,多,flat,reduce_long,88056.79
2025-04-22 12:00:00,ETH,47.9,中性,flat,reduce_long,1577.97
2025-04-22 12:00:00,SOL,49.0,中性,flat,hold,138.82
2025-04-22 16:00:00,BTC,75.1,多,long,open_long,88414.33
2025-04-22 16:00:00,ETH,97.1,多,long,open_long,1627.75
2025-04-22 16:00:00,SOL,55.1,多,long,open_long,139.26
2025-04-22 20:00:00,BTC,100.0,多,long,hold,88992.7
2025-04-22 20:00:00,ETH,87.3,多,flat,reduce_long,1634.92
2025-04-22 20:00:00,SOL,93.0,多,long,hold,141.45
2025-04-23 00:00:00,BTC,91.0,多,flat,reduce_long,90673.1
2025-04-23 00:00:00,ETH,94.9,多,long,open_long,1691.72
2025-04-23 00:00:00,SOL,83.0,多,flat,reduce_long,144.76
2025-04-23 04:00:00,BTC,88.0,多,long,open_long,91111.72
2025-04-23 04:00:00,ETH,84.5,多,flat,reduce_long,1695.32
2025-04-23 04:00:00,SOL,73.7,多,long,open_long,144.55
2025-04-23 08:00:00,BTC,92.8,多,long,hold,92896.99
2025-04-23 08:00:00,ETH,94.7,多,long,open_long,1751.27
2025-04-23 08:00:00,SOL,83.0,多,long,hold,147.92
2025-04-23 12:00:00,BTC,90.0,多,flat,reduce_long,93665.99
2025-04-23 12:00:00,ETH,97.4,多,long,hold,1817.01
2025-04-23 12:00:00,SOL,89.3,多,long,hold,151.52
2025-04-23 16:00:00,BTC,89.3,多,long,open_long,94285.72
2025-04-23 16:00:00,ETH,66.9,多,flat,reduce_long,1791.32
2025-04-23 16:00:00,SOL,79.1,多,flat,reduce_long,152.47
2025-04-23 20:00:00,BTC,84.3,多,flat,reduce_long,93731.4
2025-04-23 20:00:00,ETH,95.6,多,long,open_long,1815.09
2025-04-23 20:00:00,SOL,81.7,多,long,open_long,152.25
2025-04-24 00:00:00,BTC,81.0,多,long,open_long,93641.74
2025-04-24 00:00:00,ETH,70.7,多,flat,reduce_long,1792.6
2025-04-24 00:00:00,SOL,68.4,多,flat,reduce_long,151.09
2025-04-24 04:00:00,BTC,64.7,多,flat,reduce_long,93640.0
2025-04-24 04:00:00,ETH,82.5,多,long,open_long,1795.59
2025-04-24 04:00:00,SOL,72.9,多,long,open_long,150.98
2025-04-24 08:00:00,BTC,28.8,空,short,open_short,93357.22
2025-04-24 08:00:00,ETH,37.5,空,flat,reduce_long,1789.89
2025-04-24 08:00:00,SOL,54.9,中性,flat,reduce_long,150.15
2025-04-24 12:00:00,BTC,32.9,空,flat,reduce_short,92746.66
2025-04-24 12:00:00,ETH,24.7,空,short,open_short,1772.32
2025-04-24 12:00:00,SOL,30.9,空,short,open_short,148.43
2025-04-24 16:00:00,BTC,8.1,空,short,open_short,92017.75
2025-04-24 16:00:00,ETH,0.0,空,short,hold,1734.91
2025-04-24 16:00:00,SOL,8.6,空,short,hold,146.44
2025-04-24 20:00:00,BTC,39.2,空,flat,reduce_short,92777.27
2025-04-24 20:00:00,ETH,17.3,空,flat,reduce_short,1757.86
2025-04-24 20:00:00,SOL,29.2,空,flat,reduce_short,148.54
2025-04-25 00:00:00,BTC,65.4,多,long,open_long,93346.08
2025-04-25 00:00:00,ETH,39.9,空,short,open_short,1770.4
2025-04-25 00:00:00,SOL,60.2,多,long,open_long,151.11
2025-04-25 04:00:00,BTC,48.4,中性,flat,reduce_long,93390.66
2025-04-25 04:00:00,ETH,25.8,空,short,hold,1762.01
2025-04-25 04:00:00,SOL,53.4,中性,flat,reduce_long,151.25
2025-04-25 08:00:00,BTC,54.3,中性,flat,hold,93896.28
2025-04-25 08:00:00,ETH,33.4,空,flat,reduce_short,1774.15
2025-04-25 08:00:00,SOL,65.8,多,long,open_long,152.22
2025-04-25 12:00:00,BTC,22.4,空,short,open_short,93058.58
2025-04-25 12:00:00,ETH,43.2,空,short,open_short,1766.0
2025-04-25 12:00:00,SOL,67.1,多,long,hold,150.89
2025-04-25 16:00:00,BTC,91.9,多,flat,reduce_short,93680.01
2025-04-25 16:00:00,ETH,78.6,多,flat,reduce_short,1775.19
2025-04-25 16:00:00,SOL,94.3,多,long,hold,154.34
2025-04-25 20:00:00,BTC,93.0,多,long,open_long,94417.29
2025-04-25 20:00:00,ETH,62.8,多,long,open_long,1773.1
2025-04-25 20:00:00,SOL,76.9,多,flat,reduce_long,153.57
2025-04-26 00:00:00,BTC,91.6,多,flat,reduce_long,95223.81
2025-04-26 00:00:00,ETH,92.4,多,long,hold,1801.75
2025-04-26 00:00:00,SOL,57.5,多,long,open_long,152.51
2025-04-26 04:00:00,BTC,69.1,多,long,open_long,94869.57
2025-04-26 04:00:00,ETH,88.4,多,flat,reduce_long,1798.33
2025-04-26 04:00:00,SOL,59.6,多,long,hold,151.77
2025-04-26 08:00:00,BTC,69.3,多,long,hold,94880.69
2025-04-26 08:00:00,ETH,85.6,多,long,open_long,1796.42
2025-04-26 08:00:00,SOL,50.1,中性,flat,reduce_long,151.47
2025-04-26 12:00:00,BTC,68.6,多,flat,reduce_long,94536.99
2025-04-26 12:00:00,ETH,86.9,多,long,hold,1791.84
2025-04-26 12:00:00,SOL,53.1,中性,flat,hold,150.47
2025-04-26 16:00:00,BTC,36.7,空,short,open_short,94318.04
2025-04-26 16:00:00,ETH,80.0,多,flat,reduce_long,1806.35
2025-04-26 16:00:00,SOL,27.9,空,short,open_short,150.77
2025-04-26 20:00:00,BTC,41.6,空,flat,reduce_short,94245.9
2025-04-26 20:00:00,ETH,66.5,多,long,open_long,1791.7
2025-04-26 20:00:00,SOL,1.8,空,short,hold,148.3
2025-04-27 00:00:00,BTC,55.6,多,long,open_long,94286.92
2025-04-27 00:00:00,ETH,63.0,多,flat,reduce_long,1802.94
2025-04-27 00:00:00,SOL,43.6,空,flat,reduce_short,149.05
2025-04-27 04:00:00,BTC,49.9,中性,flat,reduce_long,94087.0
2025-04-27 04:00:00,ETH,60.0,多,long,open_long,1805.7
2025-04-27 04:00:00,SOL,38.4,空,short,open_short,148.35
2025-04-27 08:00:00,BTC,79.1,多,long,open_long,94870.01
2025-04-27 08:00:00,ETH,78.9,多,long,hold,1842.03
2025-04-27 08:00:00,SOL,44.7,空,flat,reduce_short,149.67
2025-04-27 12:00:00,BTC,21.4,空,flat,reduce_long,94014.17
2025-04-27 12:00:00,ETH,26.1,空,flat,reduce_long,1798.2
2025-04-27 12:00:00,SOL,23.2,空,short,open_short,146.45
2025-04-27 16:00:00,BTC,54.1,中性,flat,hold,94202.51
2025-04-27 16:00:00,ETH,54.1,中性,flat,hold,1810.09
2025-04-27 16:00:00,SOL,46.9,中性,flat,reduce_short,148.36
2025-04-27 20:00:00,BTC,43.2,空,short,open_short,93734.86
2025-04-27 20:00:00,ETH,48.2,中性,flat,hold,1796.19
2025-04-27 20:00:00,SOL,54.7,中性,flat,hold,147.83
2025-04-28 00:00:00,BTC,52.6,中性,flat,reduce_short,93881.82
2025-04-28 00:00:00,ETH,42.1,空,short,open_short,1795.29
2025-04-28 00:00:00,SOL,52.1,中性,flat,hold,148.57
2025-04-28 04:00:00,BTC,59.5,多,long,open_long,94260.86
2025-04-28 04:00:00,ETH,45.2,中性,flat,reduce_short,1802.5
2025-04-28 04:00:00,SOL,51.1,中性,flat,hold,148.75
2025-04-28 08:00:00,BTC,12.4,空,flat,reduce_long,93419.9
2025-04-28 08:00:00,ETH,2.4,空,short,open_short,1773.59
2025-04-28 08:00:00,SOL,22.4,空,short,open_short,147.04
2025-04-28 12:00:00,BTC,65.0,多,long,open_long,94036.48
2025-04-28 12:00:00,ETH,48.4,中性,flat,reduce_short,1787.76
2025-04-28 12:00:00,SOL,77.1,多,flat,reduce_short,148.72
2025-04-28 16:00:00,BTC,58.4,多,flat,reduce_long,94706.39
2025-04-28 16:00:00,ETH,45.4,中性,flat,hold,1809.39
2025-04-28 16:00:00,SOL,76.1,多,long,open_long,151.49
2025-04-28 20:00:00,BTC,88.2,多,long,open_long,95350.69
2025-04-28 20:00:00,ETH,71.7,多,long,open_long,1806.87
2025-04-28 20:00:00,SOL,69.9,多,flat,reduce_long,150.63
2025-04-29 00:00:00,BTC,7.9,空,flat,reduce_long,93734.04
2025-04-29 00:00:00,ETH,25.8,空,flat,reduce_long,1757.99
2025-04-29 00:00:00,SOL,18.0,空,short,open_short,146.17
2025-04-29 04:00:00,BTC,67.1,多,long,open_long,94469.67
2025-04-29 04:00:00,ETH,78.6,多,long,open_long,1785.83
2025-04-29 04:00:00,SOL,40.6,空,flat,reduce_short,147.01
2025-04-29 08:00:00,BTC,89.7,多,long,hold,95065.27
2025-04-29 08:00:00,ETH,89.7,多,long,hold,1802.08
2025-04-29 08:00:00,SOL,72.5,多,long,open_long,148.19
2025-04-29 12:00:00,BTC,30.3,空,flat,reduce_long,94353.32
2025-04-29 12:00:00,ETH,64.7,多,flat,reduce_long,1792.38
2025-04-29 12:00:00,SOL,29.0,空,flat,reduce_long,146.35
2025-04-29 16:00:00,BTC,67.3,多,long,open_long,95030.0
2025-04-29 16:00:00,ETH,92.8,多,long,open_long,1832.5
2025-04-29 16:00:00,SOL,46.7,中性,flat,hold,149.33
2025-04-29 20:00:00,BTC,50.4,中性,flat,reduce_long,94813.14
2025-04-29 20:00:00,ETH,71.9,多,flat,reduce_long,1821.8
2025-04-29 20:00:00,SOL,34.0,空,short,open_short,147.8
2025-04-30 00:00:00,BTC,71.4,多,long,open_long,94954.74
2025-04-30 00:00:00,ETH,71.6,多,long,open_long,1816.23
2025-04-30 00:00:00,SOL,78.8,多,flat,reduce_short,148.39
2025-04-30 04:00:00,BTC,40.6,空,flat,reduce_long,94839.32
2025-04-30 04:00:00,ETH,43.3,空,flat,reduce_long,1808.68
2025-04-30 04:00:00,SOL,66.4,多,long,open_long,148.57
2025-04-30 08:00:00,BTC,49.3,中性,flat,hold,94546.79
2025-04-30 08:00:00,ETH,52.5,中性,flat,hold,1805.61
2025-04-30 08:00:00,SOL,39.2,空,flat,reduce_long,146.72
2025-04-30 12:00:00,BTC,52.3,中性,flat,hold,95054.75
2025-04-30 12:00:00,ETH,41.0,空,short,open_short,1811.91
2025-04-30 12:00:00,SOL,49.7,中性,flat,hold,147.53
2025-04-30 16:00:00,BTC,35.8,空,short,open_short,94718.18
2025-04-30 16:00:00,ETH,17.1,空,short,hold,1795.24
2025-04-30 16:00:00,SOL,30.1,空,short,open_short,146.74
2025-04-30 20:00:00,BTC,38.4,空,flat,reduce_short,94555.88
2025-04-30 20:00:00,ETH,14.4,空,short,hold,1775.46
2025-04-30 20:00:00,SOL,21.4,空,short,hold,144.82
2025-05-01 00:00:00,BTC,19.9,空,short,open_short,93939.98
2025-05-01 00:00:00,ETH,18.2,空,flat,reduce_short,1767.99
2025-05-01 00:00:00,SOL,3.4,空,short,hold,143.06
2025-05-01 04:00:00,BTC,68.0,多,flat,reduce_short,94555.99
